month,day,hour,elec,gas 
2,13,20,5.799,0.528
2,13,21,5.493,0.512
2,13,22,5.494,0.622
2,13,23,5.494,0.712
2,13,24,5.493,0.882
2,14,1,4.578,0.76
2,14,2,0,0.168
2,14,3,0,0.102
2,14,4,0,0.05
2,14,5,0,0.091
2,14,6,0,0.067
2,14,7,4.578,0.133
2,14,8,8.241,0.301
2,14,9,6.409,0.158
2,14,10,5.799,0.162
2,14,11,5.493,0.131
2,14,12,0,0.099
2,14,13,0,0.048
2,14,14,0,0.096
2,14,15,0,0.048
2,14,16,0,0.096
2,14,17,4.883,0.093
2,14,18,6.104,0.197
2,14,19,5.799,0.211
2,14,20,5.494,0.245
2,14,21,5.188,0.238
2,14,22,6.104,1.04
2,14,23,5.494,0.786
2,14,24,5.188,0.744
2,15,1,4.578,0.864
2,15,2,0,0.603
2,15,3,0,0.312
2,15,4,0,0.096
2,15,5,0,0.045
2,15,6,0,0.104
2,15,7,4.883,0.096
2,15,8,8.241,0.318
2,15,9,6.104,0.16
2,15,10,5.493,0.136
2,15,11,5.494,0.176
2,15,12,0,0.048
2,15,13,0,0.104
2,15,14,0,0.064
2,15,15,0,0.082
2,15,16,0,0.096
2,15,17,4.883,0.094
2,15,18,6.104,0.205
2,15,19,5.799,0.2
2,15,20,5.188,0.259
2,15,21,5.494,0.226
2,15,22,5.188,0.678
2,15,23,5.189,0.773
2,15,24,5.799,0.861
2,16,1,4.578,0.742
2,16,2,0,0.234
2,16,3,0,0.07
2,16,4,0,0.088
2,16,5,0,0.058
2,16,6,0,0.099
2,16,7,4.883,0.099
2,16,8,8.24,0.322
2,16,9,6.104,0.131
2,16,10,6.104,0.168
2,16,11,5.494,0.128
2,16,12,0,0.096
2,16,13,0,0.059
2,16,14,0,0.088
2,16,15,0,0.061
2,16,16,0,0.085
2,16,17,4.883,0.11
2,16,18,6.714,0.184
2,16,19,5.799,0.218
2,16,20,5.799,0.24
2,16,21,5.494,0.262
2,16,22,6.104,1.269
2,16,23,5.493,0.741
2,16,24,6.104,0.827
2,17,1,5.189,0.504
2,17,2,0,0.205
2,17,3,0,0.062
2,17,4,0,0.088
2,17,5,0,0.056
2,17,6,0,0.088
2,17,7,4.883,0.12
2,17,8,8.545,0.32
2,17,9,6.41,0.154
2,17,10,6.104,0.139
2,17,11,5.798,0.157
2,17,12,0,0.054
2,17,13,0,0.096
2,17,14,0,0.042
2,17,15,0,0.11
2,17,16,0,0.09
2,17,17,5.189,0.184
2,17,18,7.019,0.152
2,17,19,5.799,0.256
2,17,20,5.799,0.214
2,17,21,5.799,0.418
2,17,22,6.104,1.518
2,17,23,8.851,1.362
2,17,24,7.63,0.763
2,18,1,4.883,0.499
2,18,2,0,0.157
2,18,3,0,0.115
2,18,4,0,0.154
2,18,5,0,0.104
2,18,6,0,0.16
2,18,7,4.883,0.166
2,18,8,6.714,0.266
2,18,9,6.104,0.307
2,18,10,7.02,0.683
2,18,11,6.409,0.208
2,18,12,0,0.237
2,18,13,0,0.123
2,18,14,0,0.106
2,18,15,0,0.064
2,18,16,0,0.139
2,18,17,4.883,0.173
2,18,18,6.715,0.331
2,18,19,6.104,0.949
2,18,20,5.799,1.195
2,18,21,5.493,1.485
2,18,22,5.189,1.099
2,18,23,5.493,0.931
2,18,24,5.494,0.824
2,19,1,4.578,0.381
2,19,2,0,0.091
2,19,3,0,0.058
2,19,4,0,0.102
2,19,5,0,0.09
2,19,6,0,0.054
2,19,7,4.883,0.144
2,19,8,6.104,0.208
2,19,9,5.799,0.146
2,19,10,5.799,0.504
2,19,11,7.324,0.683
2,19,12,0,0.08
2,19,13,0,0.104
2,19,14,1.526,0.283
2,19,15,0,0.208
2,19,16,0,0.176
2,19,17,4.884,0.216
2,19,18,8.545,0.317
2,19,19,7.935,1.427
2,19,20,5.799,0.925
2,19,21,5.799,0.949
2,19,22,8.24,1.142
2,19,23,5.799,0.642
2,19,24,5.189,0.464
2,20,1,4.272,0.222
2,20,2,0,0.101
2,20,3,0,0.056
2,20,4,0,0.107
2,20,5,0,0.08
2,20,6,0,0.066
2,20,7,4.884,0.15
2,20,8,8.545,0.658
2,20,9,6.409,0.878
2,20,10,6.41,0.605
2,20,11,6.714,0.221
2,20,12,0,0.099
2,20,13,0,0.061
2,20,14,0,0.11
2,20,15,0,0.104
2,20,16,0,0.194
2,20,17,4.883,0.587
2,20,18,7.325,0.971
2,20,19,6.714,1.189
2,20,20,5.799,0.797
2,20,21,6.104,0.894
2,20,22,7.325,1.245
2,20,23,5.494,0.909
2,20,24,5.188,0.438
2,21,1,4.273,0.248
2,21,2,0,0.104
2,21,3,0,0.05
2,21,4,0,0.107
2,21,5,0,0.045
2,21,6,0,0.107
2,21,7,4.883,0.091
2,21,8,8.24,0.288
2,21,9,6.41,0.666
2,21,10,7.019,0.278
2,21,11,5.494,0.133
2,21,12,0,0.091
2,21,13,0,0.069
2,21,14,0,0.091
2,21,15,0,0.165
2,21,16,0,0.08
2,21,17,4.883,0.157
2,21,18,7.935,0.656
2,21,19,6.715,0.523
2,21,20,5.798,0.997
2,21,21,5.494,1.064
2,21,22,7.02,1.096
2,21,23,7.019,0.904
2,21,24,5.494,0.643
2,22,1,4.578,0.245
2,22,2,0,0.091
2,22,3,0,0.061
2,22,4,0,0.102
2,22,5,0,0.045
2,22,6,0,0.107
2,22,7,4.883,0.088
2,22,8,8.851,0.389
2,22,9,7.325,0.803
2,22,10,7.019,0.434
2,22,11,6.104,0.296
2,22,12,0,0.051
2,22,13,0,0.107
2,22,14,0,0.045
2,22,15,0,0.099
2,22,16,0,0.069
2,22,17,4.883,0.229
2,22,18,7.02,2.014
2,22,19,6.714,0.474
2,22,20,5.799,0.678
2,22,21,5.494,0.874
2,22,22,6.104,0.979
2,22,23,6.104,0.723
2,22,24,4.883,0.768
2,23,1,4.578,0.416
2,23,2,0,0.12
2,23,3,0,0.085
2,23,4,0,0.056
2,23,5,0,0.112
2,23,6,0,0.045
2,23,7,4.578,0.142
2,23,8,9.156,0.877
2,23,9,7.02,0.832
2,23,10,6.409,0.395
2,23,11,5.493,0.128
2,23,12,0,0.106
2,23,13,0,0.04
2,23,14,0,0.107
2,23,15,0,0.2
2,23,16,0,1.125
2,23,17,4.884,1.054
2,23,18,8.85,1.141
2,23,19,6.104,0.629
2,23,20,6.104,1.051
2,23,21,7.325,1.432
2,23,22,7.935,0.936
2,23,23,5.494,0.685
2,23,24,5.494,0.71
2,24,1,4.578,0.458
2,24,2,0,0.096
2,24,3,0,0.088
2,24,4,0,0.067
2,24,5,0,0.101
2,24,6,0,0.046
2,24,7,4.883,0.149
2,24,8,8.545,0.229
2,24,9,6.41,0.683
2,24,10,7.324,0.363
2,24,11,7.63,0.432
2,24,12,0.306,0.09
2,24,13,0,0.062
2,24,14,0,0.1
2,24,15,0,0.1
2,24,16,1.526,0.304
2,24,17,8.85,0.326
2,24,18,7.936,0.426
2,24,19,7.324,1.363
2,24,20,7.936,1.341
2,24,21,12.818,1.12
2,24,22,14.039,0.976
2,24,23,14.65,1.008
2,24,24,14.039,0.72
2,25,1,9.461,0.686
2,25,2,0.305,0.112
2,25,3,0,0.117
2,25,4,0,0.048
2,25,5,0,0.12
2,25,6,0,0.048
2,25,7,4.884,0.157
2,25,8,7.324,0.152
2,25,9,6.41,0.179
2,25,10,6.714,0.573
2,25,11,7.02,0.203
2,25,12,0.305,0.083
2,25,13,0,0.077
2,25,14,7.325,0.992
2,25,15,14.344,0.227
2,25,16,13.429,0.493
2,25,17,13.429,0.544
2,25,18,12.513,0.813
2,25,19,12.818,0.848
2,25,20,6.409,0.838
2,25,21,5.799,0.773
2,25,22,5.799,0.845
2,25,23,5.799,1.099
2,25,24,5.799,0.693
2,26,1,4.883,0.574
2,26,2,0,0.456
2,26,3,0,0.093
2,26,4,0,0.117
2,26,5,0,0.046
2,26,6,0,0.125
2,26,7,5.188,0.091
2,26,8,7.325,0.216
2,26,9,6.104,0.146
2,26,10,6.714,0.291
2,26,11,7.63,1.307
2,26,12,0.306,0.101
2,26,13,7.019,0.267
2,26,14,7.935,0.586
2,26,15,5.799,0.312
2,26,16,6.104,0.502
2,26,17,7.63,0.474
2,26,18,8.241,0.659
2,26,19,6.104,1.624
2,26,20,6.714,0.832
2,26,21,9.156,1.237
2,26,22,6.409,0.787
2,26,23,6.104,0.651
2,26,24,5.494,0.453
2,27,1,4.883,0.232
2,27,2,0,0.043
2,27,3,0,0.112
2,27,4,0,0.04
2,27,5,0,0.112
2,27,6,0,0.042
2,27,7,4.578,0.158
2,27,8,9.156,0.81
2,27,9,7.02,0.904
2,27,10,6.714,0.43
2,27,11,7.02,0.442
2,27,12,0,0.118
2,27,13,0,0.229
2,27,14,0,0.157
2,27,15,0,0.171
2,27,16,0,0.059
2,27,17,5.188,0.258
2,27,18,7.935,0.307
2,27,19,6.715,0.744
2,27,20,6.714,0.976
2,27,21,7.63,1.232
2,27,22,7.02,0.848
2,27,23,5.798,0.84
2,27,24,5.799,0.381
2,28,1,4.883,0.214
2,28,2,0,0.066
2,28,3,0,0.094
2,28,4,0,0.066
2,28,5,0,0.083
2,28,6,0,0.075
2,28,7,4.884,0.109
2,28,8,8.545,0.256
2,28,9,7.325,0.648
2,28,10,7.325,0.325
2,28,11,6.104,0.126
2,28,12,0,0.109
2,28,13,0,0.373
2,28,14,0,0.115
2,28,15,0,0.048
2,28,16,0,0.109
2,28,17,5.188,0.838
2,28,18,7.935,1.042
2,28,19,7.02,0.894
2,28,20,6.409,0.781
2,28,21,7.63,1.376
2,28,22,6.104,0.891
2,28,23,5.494,0.896
2,28,24,5.188,0.722
3,1,1,4.883,0.456
3,1,2,0,0.091
3,1,3,0,0.072
3,1,4,0,0.083
3,1,5,0,0.08
3,1,6,0,0.069
3,1,7,4.884,0.128
3,1,8,9.461,0.363
3,1,9,7.935,0.618
3,1,10,9.156,0.366
3,1,11,6.714,0.173
3,1,12,0,0.08
3,1,13,0,0.053
3,1,14,0,0.086
3,1,15,0,0.064
3,1,16,0,0.09
3,1,17,4.884,0.222
3,1,18,7.324,1.418
3,1,19,6.715,0.558
3,1,20,5.799,0.885
3,1,21,5.798,0.808
3,1,22,7.02,1.352
3,1,23,5.799,0.797
3,1,24,5.188,0.859
3,2,1,4.578,0.251
3,2,2,0,0.088
3,2,3,0,0.104
3,2,4,0,0.048
3,2,5,0,0.114
3,2,6,0,0.04
3,2,7,4.883,0.155
3,2,8,8.851,0.779
3,2,9,7.02,0.933
3,2,10,6.409,0.395
3,2,11,5.494,0.189
3,2,12,0.305,0.051
3,2,13,0,0.106
3,2,14,0,0.048
3,2,15,0,0.438
3,2,16,0,0.842
3,2,17,4.883,0.47
3,2,18,7.935,1.837
3,2,19,6.409,0.611
3,2,20,6.41,0.92
3,2,21,5.798,1.008
3,2,22,8.241,1.008
3,2,23,5.799,0.832
3,2,24,4.883,0.666
3,3,1,4.578,0.339
3,3,2,0,0.128
3,3,3,0,0.064
3,3,4,0,0.101
3,3,5,0,0.07
3,3,6,0,0.08
3,3,7,4.883,0.136
3,3,8,8.24,0.234
3,3,9,6.41,0.739
3,3,10,6.409,0.341
3,3,11,6.714,0.246
3,3,12,0,0.066
3,3,13,0,0.536
3,3,14,0,0.968
3,3,15,0,0.68
3,3,16,0.611,0.798
3,3,17,5.188,0.76
3,3,18,8.546,0.557
3,3,19,7.324,0.771
3,3,20,6.41,0.834
3,3,21,5.188,1.318
3,3,22,7.63,1.258
3,3,23,7.325,0.875
3,3,24,5.188,0.731
3,4,1,4.273,0.858
3,4,2,0,0.144
3,4,3,0,0.11
3,4,4,0,0.045
3,4,5,0,0.117
3,4,6,0,0.046
3,4,7,4.883,0.157
3,4,8,6.409,0.139
3,4,9,5.494,0.301
3,4,10,6.714,0.571
3,4,11,7.02,0.242
3,4,12,0.305,0.051
3,4,13,0,0.112
3,4,14,0,0.099
3,4,15,0,0.109
3,4,16,0,0.341
3,4,17,4.883,0.398
3,4,18,7.325,0.402
3,4,19,6.715,1.48
3,4,20,6.714,0.894
3,4,21,5.799,0.981
3,4,22,8.24,1.141
3,4,23,6.104,1.014
3,4,24,5.189,0.768
3,5,1,4.272,0.714
3,5,2,0,0.238
3,5,3,0,0.114
3,5,4,0,0.056
3,5,5,0,0.102
3,5,6,0,0.074
3,5,7,4.884,0.139
3,5,8,6.714,0.192
3,5,9,5.799,0.224
3,5,10,6.104,0.651
3,5,11,7.63,0.213
3,5,12,0.305,0.128
3,5,13,0,1.061
3,5,14,0.61,0.648
3,5,15,0,0.07
3,5,16,0,0.229
3,5,17,5.189,0.856
3,5,18,8.545,0.349
3,5,19,6.104,0.859
3,5,20,6.104,0.885
3,5,21,8.546,1.142
3,5,22,6.104,0.738
3,5,23,5.188,0.8
3,5,24,5.189,0.304
3,6,1,3.967,0.211
3,6,2,0,0.109
3,6,3,0,0.07
3,6,4,0,0.112
3,6,5,0,0.053
3,6,6,0,0.112
3,6,7,4.884,0.109
3,6,8,8.545,0.755
3,6,9,6.409,0.96
3,6,10,6.715,0.493
3,6,11,5.188,0.184
3,6,12,0,0.136
3,6,13,0,0.32
3,6,14,0,0.328
3,6,15,0,0.288
3,6,16,0,0.214
3,6,17,5.189,0.138
3,6,18,7.63,0.376
3,6,19,7.019,0.819
3,6,20,6.409,0.776
3,6,21,5.799,1.083
3,6,22,6.409,1.149
3,6,23,4.884,0.861
3,6,24,5.188,0.688
3,7,1,3.052,0.302
3,7,2,0,0.064
3,7,3,0,0.112
3,7,4,0,0.096
3,7,5,0,0.074
3,7,6,0,0.123
3,7,7,4.883,0.091
3,7,8,6.409,0.274
3,7,9,4.884,0.696
3,7,10,5.493,0.28
3,7,11,4.273,0.158
3,7,12,0,0.085
3,7,13,0,0.325
3,7,14,0,0.07
3,7,15,0,0.12
3,7,16,0,0.058
3,7,17,4.578,0.694
3,7,18,6.104,0.909
3,7,19,5.799,1.101
3,7,20,4.883,0.734
3,7,21,5.188,1.104
3,7,22,6.715,0.941
3,7,23,4.273,0.848
3,7,24,4.272,0.683
3,8,1,0,0.165
3,8,2,0,0.096
3,8,3,0,0.075
3,8,4,0,0.096
3,8,5,0,0.072
3,8,6,0,0.085
3,8,7,4.884,0.125
3,8,8,7.324,0.32
3,8,9,6.41,0.598
3,8,10,5.798,0.365
3,8,11,4.884,0.211
3,8,12,0,0.048
3,8,13,0,0.112
3,8,14,0,0.061
3,8,15,0,0.093
3,8,16,0,0.088
3,8,17,4.578,0.211
3,8,18,6.714,2.12
3,8,19,5.799,0.493
3,8,20,6.104,0.808
3,8,21,6.714,1.142
3,8,22,5.189,0.776
3,8,23,4.883,0.874
3,8,24,4.883,0.694
3,9,1,0,0.216
3,9,2,0,0.088
3,9,3,0,0.093
3,9,4,0,0.059
3,9,5,0,0.112
3,9,6,0,0.053
3,9,7,4.883,0.165
3,9,8,7.63,0.784
3,9,9,5.799,0.912
3,9,10,5.799,0.414
3,9,11,4.883,0.165
3,9,12,0,0.093
3,9,13,0,0.072
3,9,14,0,0.11
3,9,15,0,0.048
3,9,16,0.61,1.176
3,9,17,5.189,0.392
3,9,18,7.935,0.592
3,9,19,6.409,0.554
3,9,20,6.104,0.744
3,9,21,5.189,1.075
3,9,22,5.493,0.885
3,9,23,5.189,0.8
3,9,24,4.578,0.835
3,10,1,0,0.464
3,10,2,0,0.115
3,10,3,0,0.117
3,10,4,0,0.045
3,10,5,0,0.275
3,10,6,0,0.048
3,10,7,4.883,0.16
3,10,8,7.019,0.192
3,10,9,6.104,0.683
3,10,10,6.715,0.362
3,10,11,6.715,0.362
3,10,12,0,0.093
3,10,13,0,0.072
3,10,14,0,0.11
3,10,15,0,0.048
3,10,16,0.61,1.176
3,10,17,5.189,0.392
3,10,18,7.935,0.592
3,10,19,6.409,0.554
3,10,20,6.104,0.744
3,10,21,5.189,1.075
3,10,22,5.493,0.885
3,10,23,5.189,0.8
3,10,24,4.578,0.835
3,10,1,0,0.362
3,11,2,0,0.229
3,11,3,0,0.139
3,11,4,0,0.128
3,11,5,0,0.136
3,11,6,0,0.128
3,11,7,4.578,0.176
3,11,8,5.188,0.219
3,11,9,4.883,0.21
3,11,10,7.63,0.632
3,11,11,7.02,0.435
3,11,12,0,0.133
3,11,13,0,0.136
3,11,14,0,1
3,11,15,0,0.264
3,11,16,0,0.134
3,11,17,4.883,0.173
3,11,18,7.325,0.227
3,11,19,5.188,0.296
3,11,20,4.883,0.317
3,11,21,4.273,0.307
3,11,22,4.273,0.805
3,11,23,4.578,0.88
3,11,24,4.883,0.885
3,12,1,0,0.456
3,12,2,0,0.134
3,12,3,0,0.133
3,12,4,0,0.123
3,12,5,0,0.301
3,12,6,0,0.125
3,12,7,4.578,0.174
3,12,8,5.494,0.216
3,12,9,4.883,0.2
3,12,10,5.188,0.514
3,12,11,6.104,0.827
3,12,12,0,0.133
3,12,13,0,0.128
3,12,14,0,0.128
3,12,15,0,0.123
3,12,16,3.358,0.165
3,12,17,6.714,0.768
3,12,18,6.409,0.928
3,12,19,7.63,0.976
3,12,20,5.189,0.79
3,12,21,5.493,1.048
3,12,22,7.63,1.029
3,12,23,5.494,0.989
3,12,24,4.883,0.723
3,13,1,2.442,0.437
3,13,2,0,0.131
3,13,3,0,0.128
3,13,4,0,0.123
3,13,5,0,0.13
3,13,6,0,0.123
3,13,7,4.883,0.173
3,13,8,7.325,0.795
3,13,9,5.798,0.917
3,13,10,5.799,0.531
3,13,11,5.799,0.517
3,13,12,0,0.176
3,13,13,0,0.216
3,13,14,0,0.238
3,13,15,0,0.216
3,13,16,0.61,0.208
3,13,17,8.241,0.296
3,13,18,5.799,0.469
3,13,19,6.409,0.709
3,13,20,5.188,0.758
3,13,21,7.63,1.333
3,13,22,5.799,0.755
3,13,23,4.578,0.73
3,13,24,4.578,0.507
3,14,1,0,0.192
3,14,2,0,0.128
3,14,3,0,0.131
3,14,4,0,0.122
3,14,5,0,0.131
3,14,6,0,0.12
3,14,7,4.883,0.171
3,14,8,7.02,0.298
3,14,9,6.104,0.816
3,14,10,5.799,0.23
3,14,11,5.188,0.125
3,14,12,0,0.045
3,14,13,0,0.304
3,14,14,0,0.054
3,14,15,0,0.106
3,14,16,0,0.043
3,14,17,4.883,0.781
3,14,18,6.409,1.003
3,14,19,6.715,1.059
3,14,20,5.799,0.81
3,14,21,7.63,1.414
3,14,22,6.409,0.781
3,14,23,5.493,0.685
3,14,24,4.884,0.819
3,15,1,0,0.275
3,15,2,0,0.122
3,15,3,0,0.04
3,15,4,0,0.107
3,15,5,0,0.053
3,15,6,0,0.104
3,15,7,5.188,0.099
3,15,8,7.935,0.392
3,15,9,6.715,0.661
3,15,10,5.798,0.267
3,15,11,4.884,0.136
3,15,12,0,0.099
3,15,13,0,0.069
3,15,14,0,0.096
3,15,15,0,0.067
3,15,16,0,0.098
3,15,17,4.883,0.235
3,15,18,6.104,1.779
3,15,19,5.493,0.472
3,15,20,4.578,0.768
3,15,21,4.578,0.714
3,15,22,4.273,0.867
3,15,23,5.189,1.053
3,15,24,4.578,0.744
3,16,1,0,0.448
3,16,2,0,0.056
3,16,3,0,0.118
3,16,4,0,0.053
3,16,5,0,0.117
3,16,6,0,0.051
3,16,7,4.883,0.147
3,16,8,7.325,0.749
3,16,9,6.104,0.96
3,16,10,5.798,0.435
3,16,11,4.578,0.138
3,16,12,0,0.104
3,16,13,0,0.059
3,16,14,0,0.115
3,16,15,5.189,0.258
3,16,16,4.883,1.059
3,16,17,5.494,0.909
3,16,18,6.409,1.696
3,16,19,5.799,0.696
3,16,20,4.883,0.896
3,16,21,5.799,1.235
3,16,22,8.85,0.987
3,16,23,11.903,0.837
3,16,24,4.883,0.701
3,17,1,0,0.499
3,17,2,0,0.053
3,17,3,0,0.126
3,17,4,0,0.042
3,17,5,0,0.112
3,17,6,0,0.046
3,17,7,4.884,0.133
3,17,8,7.63,0.203
3,17,9,6.104,0.645
3,17,10,7.324,0.384
3,17,11,5.189,0.157
3,17,12,0,0.078
3,17,13,0,0.08
3,17,14,0.915,0.256
3,17,15,1.221,0.173
3,17,16,0.916,0.139
3,17,17,4.883,0.568
3,17,18,6.409,0.88
3,17,19,6.104,0.941
3,17,20,6.715,0.965
3,17,21,6.409,1.163
3,17,22,8.545,1.565
3,17,23,5.799,1.07
3,17,24,4.883,1.085
3,18,1,5.494,0.784
3,18,2,5.799,0.544
3,18,3,0.305,0.155
3,18,4,0,0.048
3,18,5,0,0.101
3,18,6,0,0.048
3,18,7,4.883,0.144
3,18,8,6.104,0.141
3,18,9,6.104,0.48
3,18,10,6.409,0.448
3,18,11,6.41,0.6
3,18,12,4.578,0.334
3,18,13,7.019,0.237
3,18,14,6.715,0.173
3,18,15,5.188,0.139
3,18,16,5.188,0.176
3,18,17,4.884,0.125
3,18,18,4.883,0.182
3,18,19,5.188,0.216
3,18,20,5.189,0.288
3,18,21,8.85,1.218
3,18,22,10.988,1.283
3,18,23,10.682,0.88
3,18,24,10.071,0.763
3,19,1,9.461,0.634
3,19,2,1.832,0.288
3,19,3,0,0.051
3,19,4,0,0.101
3,19,5,0,0.072
3,19,6,0,0.075
3,19,7,4.578,0.144
3,19,8,5.798,0.141
3,19,9,5.189,0.208
3,19,10,6.714,0.582
3,19,11,6.104,0.362
3,19,12,0,0.403
3,19,13,0,0.269
3,19,14,0,0.406
3,19,15,0,0.293
3,19,16,0,0.267
3,19,17,5.189,0.301
3,19,18,8.24,1.323
3,19,19,10.682,0.568
3,19,20,11.598,0.85
3,19,21,11.902,1.195
3,19,22,11.598,0.872
3,19,23,8.851,1.008
3,19,24,4.883,0.669
3,20,1,0,0.139
3,20,2,0,0.099
3,20,3,0,0.082
3,20,4,0,0.07
3,20,5,0,0.096
3,20,6,0,0.053
3,20,7,4.578,0.16
3,20,8,7.63,0.763
3,20,9,5.188,0.757
3,20,10,5.799,0.357
3,20,11,6.104,0.246
3,20,12,0,0.08
3,20,13,0,0.21
3,20,14,0,0.264
3,20,15,0,0.208
3,20,16,0,0.534
3,20,17,5.189,0.17
3,20,18,6.714,0.448
3,20,19,5.799,0.798
3,20,20,5.493,0.864
3,20,21,7.325,1.496
3,20,22,6.409,0.901
3,20,23,5.189,0.797
3,20,24,4.883,0.763
3,21,1,0,0.392
3,21,2,0,0.056
3,21,3,0,0.093
3,21,4,0,0.072
3,21,5,0,0.056
3,21,6,0,0.115
3,21,7,4.578,0.088
3,21,8,7.02,0.208
3,21,9,6.104,0.603
3,21,10,6.409,0.205
3,21,11,5.188,0.205
3,21,12,0,0.048
3,21,13,0,0.315
3,21,14,0,0.181
3,21,15,0,0.046
3,21,16,0,0.122
3,21,17,4.883,0.656
3,21,18,6.715,1.219
3,21,19,6.714,1.469
3,21,20,5.494,1.024
3,21,21,5.188,0.902
3,21,22,8.241,1.186
3,21,23,5.493,0.776
3,21,24,5.189,0.654
3,22,1,0,0.349
3,22,2,0,0.093
3,22,3,0,0.104
3,22,4,0,0.048
3,22,5,0,0.115
3,22,6,0,0.048
3,22,7,4.578,0.152
3,22,8,7.935,0.931
3,22,9,6.104,0.746
3,22,10,5.188,0.336
3,22,11,4.273,0.142
3,22,12,0,0.109
3,22,13,0,0.048
3,22,14,0,0.112
3,22,15,0,0.075
3,22,16,0,0.218
3,22,17,4.578,0.368
3,22,18,5.799,1.803
3,22,19,5.493,0.36
3,22,20,4.884,0.651
3,22,21,5.188,1.04
3,22,22,6.104,1.2
3,22,23,4.883,0.642
3,22,24,4.273,0.782
3,23,1,0,0.314
3,23,2,0,0.091
3,23,3,0,0.085
3,23,4,0,0.046
3,23,5,0,0.122
3,23,6,0,0.043
3,23,7,4.578,0.155
3,23,8,6.409,0.16
3,23,9,7.325,0.429
3,23,10,5.799,0.291
3,23,11,4.883,0.125
3,23,12,0,0.152
3,23,13,0,0.371
3,23,14,0,0.048
3,23,15,0,0.192
3,23,16,0,0.152
3,23,17,0,0.349
3,23,18,0,0.059
3,23,19,0,0.114
3,23,20,7.02,0.294
3,23,21,4.883,0.229
3,23,22,4.578,0.283
3,23,23,4.273,0.242
3,23,24,4.578,0.243
3,24,1,4.578,0.307
3,24,2,2.441,0.154
3,24,3,0,0.123
3,24,4,0,0.048
3,24,5,0,0.101
3,24,6,0,0.064
3,24,7,4.273,0.115
3,24,8,5.188,0.144
3,24,9,4.578,0.12
3,24,10,4.578,0.179
3,24,11,2.137,0.077
3,24,12,0,0.101
3,24,13,0,0.048
3,24,14,0,0.07
3,24,15,0,0.069
3,24,16,0,0.051
3,24,17,0,0.096
3,24,18,0,0.037
3,24,19,0,0.184
3,24,20,7.019,0.235
3,24,21,4.578,0.266
3,24,22,4.273,0.262
3,24,23,4.273,0.221
3,24,24,4.273,0.304
3,25,1,4.273,0.245
3,25,2,2.136,0.222
3,25,3,0,0.066
3,25,4,0,0.067
3,25,5,0,0.096
3,25,6,0,0.053
3,25,7,4.273,0.144
3,25,8,4.883,0.123
3,25,9,4.883,0.117
3,25,10,4.273,0.176
3,25,11,2.442,0.078
3,25,12,0,0.088
3,25,13,0,0.061
3,25,14,0,0.04
3,25,15,0,0.109
3,25,16,0,0.035
3,25,17,0,0.083
3,25,18,0,0.066
3,25,19,0,0.102
3,25,20,6.714,0.301
3,25,21,4.578,0.227
3,25,22,4.578,0.261
3,25,23,3.968,0.264
3,25,24,4.272,0.221
3,26,1,3.968,0.328
3,26,2,2.442,0.163
3,26,3,0,0.107
3,26,4,0,0.066
3,26,5,0,0.062
3,26,6,0,0.109
3,26,7,4.272,0.077
3,26,8,4.884,0.192
3,26,9,3.967,0.107
3,26,10,3.968,0.163
3,26,11,2.136,0.093
3,26,12,0,0.064
3,26,13,0,0.08
3,26,14,0,0.04
3,26,15,0,0.107
3,26,16,0,0.04
3,26,17,0,0.109
3,26,18,0,0.04
3,26,19,0,0.163
3,26,20,5.494,0.25
3,26,21,3.357,0.272
3,26,22,2.747,0.248
3,26,23,3.052,0.248
3,26,24,2.747,0.264
3,27,1,3.052,0.27
3,27,2,1.526,0.21
3,27,3,0,0.064
3,27,4,0,0.112
3,27,5,0,0.038
3,27,6,0,0.128
3,27,7,4.272,0.077
3,27,8,3.968,0.192
3,27,9,3.357,0.107
3,27,10,3.357,0.165
3,27,11,1.526,0.083
3,27,12,0,0.082
3,27,13,0,0.064
3,27,14,0,0.078
3,27,15,0,0.066
3,27,16,0,0.078
3,27,17,0,0.069
3,27,18,0,0.075
3,27,19,0,0.144
3,27,20,5.494,0.261
3,27,21,2.747,0.261
3,27,22,2.441,0.238
3,27,23,2.747,0.28
3,27,24,2.442,0.229
3,28,1,2.441,0.307
3,28,2,1.221,0.165
3,28,3,0,0.115
3,28,4,0,0.064
3,28,5,0,0.096
3,28,6,0,0.069
3,28,7,3.968,0.141
3,28,8,3.662,0.11
3,28,9,3.052,0.176
3,28,10,2.747,0.106
3,28,11,1.526,0.142
3,28,12,0,0.04
3,28,13,0,0.112
3,28,14,0,0.032
3,28,15,0,0.114
3,28,16,0,0.038
3,28,17,0,0.109
3,28,18,0,0.04
3,28,19,0,0.171
3,28,20,6.409,0.237
3,28,21,3.968,0.269
3,28,22,3.662,0.256
3,28,23,3.663,0.243
3,28,24,3.662,0.277
3,29,1,3.357,0.246
3,29,2,1.831,0.237
3,29,3,0,0.053
3,29,4,0,0.11
3,29,5,0,0.05
3,29,6,0,0.104
3,29,7,4.273,0.102
3,29,8,4.273,0.128
3,29,9,4.273,0.173
3,29,10,4.273,0.173
3,29,11,4.273,0.173
3,29,12,3.967,0.104
3,29,13,0,0.064
3,29,14,0,0.077
3,29,15,0,0.069
3,29,16,0,0.056
3,29,17,0,0.083
3,29,18,0,0.035
3,29,19,0,0.106
3,29,20,6.409,0.168
3,29,21,3.968,0.294
3,29,22,3.967,0.234
3,29,23,3.663,0.267
