month,day,hour,elec,gas 
3,29,24,3.967,0.275
3,30,1,3.663,0.234
3,30,2,1.831,0.28
3,30,3,0,0.152
3,30,4,0,0.128
3,30,5,0,0.043
3,30,6,0,0.101
3,30,7,4.273,0.123
3,30,8,4.578,0.125
3,30,9,3.967,0.171
3,30,10,3.968,0.115
3,30,11,1.831,0.152
3,30,12,0,0.04
3,30,13,0,0.101
3,30,14,0,0.051
3,30,15,0,0.072
3,30,16,0,0.088
3,30,17,0,0.04
3,30,18,0,0.112
3,30,19,0,0.037
3,30,20,5.799,0.237
3,30,21,3.052,0.224
3,30,22,2.747,0.286
3,30,23,2.746,0.229
3,30,24,2.442,0.277
3,31,1,2.747,0.251
3,31,2,1.221,0.24
3,31,3,0,0.195
3,31,4,0,0.074
3,31,5,0,0.102
3,31,6,0,0.05
3,31,7,4.272,0.174
3,31,8,3.968,0.112
3,31,9,3.968,0.173
3,31,10,3.662,0.128
3,31,11,1.526,0.104
3,31,12,0,0.091
3,31,13,0,0.04
3,31,14,0,0.112
3,31,15,0,0.04
3,31,16,0,0.112
3,31,17,0,0.042
3,31,18,0,0.088
3,31,19,0,0.062
3,31,20,5.494,0.202
3,31,21,2.441,0.248
3,31,22,2.442,0.243
3,31,23,2.441,0.272
3,31,24,2.442,0.232
4,1,1,2.442,0.28
4,1,2,1.22,0.208
4,1,3,0,0.227
4,1,4,0,0.056
4,1,5,0,0.109
4,1,6,0,0.053
4,1,7,4.273,0.174
4,1,8,3.968,0.104
4,1,9,3.662,0.184
4,1,10,3.663,0.109
4,1,11,1.526,0.133
4,1,12,0,0.051
4,1,13,0,0.085
4,1,14,0,0.072
4,1,15,0,0.062
4,1,16,0,0.082
4,1,17,0,0.064
4,1,18,0,0.086
4,1,19,0,0.05
4,1,20,6.104,0.23
4,1,21,3.052,0.218
4,1,22,3.662,0.304
4,1,23,3.052,0.224
4,1,24,3.357,0.296
4,2,1,3.357,0.227
4,2,2,1.832,0.269
4,2,3,0,0.166
4,2,4,0,0.096
4,2,5,0,0.066
4,2,6,0,0.091
4,2,7,3.967,0.131
4,2,8,4.578,0.125
4,2,9,4.273,0.173
4,2,10,3.968,0.104
4,2,11,2.136,0.152
4,2,12,0,0.04
4,2,13,0,0.094
4,2,14,0,0.05
4,2,15,0,0.078
4,2,16,0,0.066
4,2,17,0,0.054
4,2,18,8.851,0.536
4,2,19,5.799,0.762
4,2,20,4.883,0.896
4,2,21,5.799,1.014
4,2,22,5.798,0.744
4,2,23,5.494,0.621
4,2,24,3.357,0.517
4,3,1,0,0.152
4,3,2,0,0.102
4,3,3,0,0.154
4,3,4,0,0.032
4,3,5,0,0.078
4,3,6,1.526,0.093
4,3,7,8.546,0.787
4,3,8,6.104,0.712
4,3,9,0,0.429
4,3,10,0,0.429
4,3,11,0,0.429
4,3,12,0,0.192
4,3,13,0,0.587
4,3,14,7.325,0.442
4,3,15,5.799,0.507
4,3,16,5.493,0.352
4,3,17,5.799,0.379
4,3,18,8.241,1.24
4,3,19,6.714,0.781
4,3,20,5.494,0.397
4,3,21,8.85,1.235
4,3,22,6.41,0.776
4,3,23,5.798,0.664
4,3,24,3.663,0.443
4,4,1,0,0.112
4,4,2,0,0.112
4,4,3,0,0.045
4,4,4,0,0.096
4,4,5,0,0.075
4,4,6,1.526,0.056
4,4,7,9.156,0.229
4,4,8,7.019,0.405
4,4,9,6.715,0.44
4,4,10,3.052,0.15
4,4,11,0,0.04
4,4,12,0,0.096
4,4,13,3.967,0.314
4,4,14,6.715,0.867
4,4,15,5.799,1.112
4,4,16,5.798,0.749
4,4,17,5.799,0.803
4,4,18,7.935,1.037
4,4,19,6.104,0.651
4,4,20,12.514,0.989
4,4,21,11.292,0.768
4,4,22,10.377,1.24
4,4,23,10.377,1.022
4,4,24,5.798,0.514
4,5,1,0,0.195
4,5,2,0,0.056
4,5,3,0,0.091
4,5,4,0,0.077
4,5,5,0,0.043
4,5,6,1.832,0.136
4,5,7,8.85,0.184
4,5,8,6.104,0.181
4,5,9,7.02,0.632
4,5,10,5.494,0.301
4,5,11,5.493,0.454
4,5,12,5.494,0.205
4,5,13,5.493,0.421
4,5,14,5.494,0.339
4,5,15,5.188,0.368
4,5,16,5.494,0.259
4,5,17,5.494,0.192
4,5,18,7.63,1.33
4,5,19,6.104,0.422
4,5,20,5.493,0.821
4,5,21,10.072,1.115
4,5,22,11.292,0.752
4,5,23,5.799,0.677
4,5,24,3.357,0.496
4,6,1,0,0.176
4,6,2,0,0.104
4,6,3,0,0.237
4,6,4,0,0.12
4,6,5,0,0.051
4,6,6,1.831,0.077
4,6,7,8.851,0.774
4,6,8,6.104,0.336
4,6,9,5.799,0.733
4,6,10,2.747,0.427
4,6,11,0,0.157
4,6,12,0,0.125
4,6,13,0,0.046
4,6,14,0.305,0.064
4,6,15,7.63,0.378
4,6,16,9.461,1.091
4,6,17,10.682,0.928
4,6,18,13.429,0.837
4,6,19,12.208,0.616
4,6,20,12.513,0.795
4,6,21,14.039,1.32
4,6,22,9.462,0.741
4,6,23,9.766,0.806
4,6,24,5.494,0.592
4,7,1,0,0.216
4,7,2,0,0.066
4,7,3,0,0.238
4,7,4,0,0.101
4,7,5,0,0.051
4,7,6,1.831,0.128
4,7,7,8.545,0.168
4,7,8,5.799,0.133
4,7,9,5.799,0.472
4,7,10,3.357,0.245
4,7,11,0,0.195
4,7,12,0,0.059
4,7,13,0.305,0.21
4,7,14,7.936,0.299
4,7,15,4.883,0.509
4,7,16,3.357,0.182
4,7,17,4.578,0.762
4,7,18,7.63,0.63
4,7,19,5.494,0.282
4,7,20,5.188,0.603
4,7,21,6.409,0.928
4,7,22,8.546,1.243
4,7,23,5.188,0.656
4,7,24,3.052,0.405
4,8,1,0,0.171
4,8,2,0,0.045
4,8,3,0,0.131
4,8,4,0,0.045
4,8,5,0,0.112
4,8,6,1.831,0.075
4,8,7,7.325,0.149
4,8,8,5.189,0.176
4,8,9,5.188,0.509
4,8,10,3.662,0.334
4,8,11,0,0.082
4,8,12,0,0.11
4,8,13,0,0.048
4,8,14,0,0.122
4,8,15,0,0.102
4,8,16,0,0.301
4,8,17,0,0.157
4,8,18,8.546,0.24
4,8,19,6.409,0.582
4,8,20,5.189,0.416
4,8,21,4.883,1.032
4,8,22,5.188,0.757
4,8,23,4.883,0.8
4,8,24,2.747,0.389
4,9,1,0,0.11
4,9,2,0,0.117
4,9,3,0,0.056
4,9,4,0,0.08
4,9,5,0,0.091
4,9,6,1.831,0.058
4,9,7,7.325,0.211
4,9,8,5.494,0.115
4,9,9,7.019,0.658
4,9,10,3.663,0.206
4,9,11,0,0.061
4,9,12,0,0.635
4,9,13,0.915,1.17
4,9,14,0,0.078
4,9,15,0,0.197
4,9,16,0,0.168
4,9,17,0,0.456
4,9,18,10.072,0.432
4,9,19,7.325,0.856
4,9,20,7.325,0.693
4,9,21,7.63,1.088
4,9,22,5.493,0.675
4,9,23,4.883,0.592
4,9,24,3.052,0.365
4,10,1,0,0.139
4,10,2,0,0.067
4,10,3,0,0.106
4,10,4,0,0.051
4,10,5,0,0.12
4,10,6,1.832,0.069
4,10,7,9.766,0.894
4,10,8,6.409,1.109
4,10,9,6.104,0.451
4,10,10,2.137,0.149
4,10,11,0,0.045
4,10,12,0,0.134
4,10,13,1.831,0.224
4,10,14,4.273,0.274
4,10,15,0.61,0.155
4,10,16,0,0.187
4,10,17,0.305,1.021
4,10,18,8.851,1.013
4,10,19,6.104,0.454
4,10,20,5.799,0.714
4,10,21,5.799,1.099
4,10,22,6.409,0.819
4,10,23,5.188,0.792
4,10,24,3.357,0.229
4,11,1,0,0.184
4,11,2,0,0.051
4,11,3,0,0.128
4,11,4,0,0.045
4,11,5,0,0.123
4,11,6,1.832,0.072
4,11,7,8.85,0.224
4,11,8,7.325,0.765
4,11,9,7.02,0.261
4,11,10,3.052,0.155
4,11,11,0,0.045
4,11,12,0,0.262
4,11,13,0,0.072
4,11,14,0,0.13
4,11,15,0,0.056
4,11,16,0,0.195
4,11,17,8.545,0.336
4,11,18,8.546,0.397
4,11,19,7.935,0.347
4,11,20,6.715,0.365
4,11,21,5.493,0.736
4,11,22,5.189,0.667
4,11,23,6.104,0.979
4,11,24,5.493,0.424
4,12,1,5.189,0.261
4,12,2,5.188,0.128
4,12,3,5.188,0.2
4,12,4,5.189,0.123
4,12,5,4.883,0.202
4,12,6,2.442,0.064
4,12,7,7.935,0.587
4,12,8,6.104,0.117
4,12,9,4.883,0.206
4,12,10,2.442,0.08
4,12,11,0,0.128
4,12,12,0,0.05
4,12,13,0,0.123
4,12,14,0,0.059
4,12,15,0,0.112
4,12,16,0,0.069
4,12,17,0,0.096
4,12,18,7.935,0.168
4,12,19,5.493,0.152
4,12,20,5.189,0.808
4,12,21,6.104,0.877
4,12,22,7.019,0.774
4,12,23,4.884,0.512
4,12,24,3.357,0.282
4,13,1,0,0.104
4,13,2,0,0.128
4,13,3,0,0.046
4,13,4,0,0.13
4,13,5,0,0.051
4,13,6,1.831,0.131
4,13,7,9.156,0.682
4,13,8,6.714,0.931
4,13,9,7.02,0.403
4,13,10,2.442,0.12
4,13,11,0,0.096
4,13,12,0,0.08
4,13,13,0,0.096
4,13,14,0,0.218
4,13,15,0,1.166
4,13,16,0,0.232
4,13,17,0.305,1.76
4,13,18,8.851,0.501
4,13,19,4.578,0.419
4,13,20,3.967,0.301
4,13,21,7.02,0.984
4,13,22,4.578,0.824
4,13,23,3.662,0.845
4,13,24,2.442,0.664
4,14,1,0,0.326
4,14,2,0,0.045
4,14,3,0,0.133
4,14,4,0,0.046
4,14,5,0,0.114
4,14,6,1.831,0.078
4,14,7,8.24,0.205
4,14,8,5.494,0.555
4,14,9,6.104,0.288
4,14,10,3.357,0.232
4,14,11,0,0.056
4,14,12,0,0.122
4,14,13,0,0.224
4,14,14,0,0.091
4,14,15,0,0.325
4,14,16,0,0.054
4,14,17,0,0.133
4,14,18,10.987,1.504
4,14,19,5.799,0.461
4,14,20,4.883,0.4
4,14,21,6.715,0.931
4,14,22,5.188,0.723
4,14,23,3.968,0.802
4,14,24,2.747,0.518
4,15,1,0,0.192
4,15,2,0,0.056
4,15,3,0,0.114
4,15,4,0,0.051
4,15,5,0,0.131
4,15,6,1.526,0.058
4,15,7,7.63,0.203
4,15,8,5.493,0.136
4,15,9,6.715,0.608
4,15,10,3.357,0.189
4,15,11,0,0.07
4,15,12,0,0.098
4,15,13,0,0.056
4,15,14,0.305,1.019
4,15,15,0,0.261
4,15,16,0,0.219
4,15,17,0,0.293
4,15,18,10.072,0.422
4,15,19,6.714,0.442
4,15,20,4.883,0.448
4,15,21,4.273,0.448
4,15,22,4.273,0.462
4,15,23,4.578,0.458
4,15,24,2.441,0.438
4,16,1,0,0.346
4,16,2,0,0.278
4,16,3,0,0.416
4,16,4,0,0.058
4,16,5,0,0.112
4,16,6,1.832,0.07
4,16,7,7.63,0.205
4,16,8,5.798,0.123
4,16,9,6.715,0.52
4,16,10,3.052,0.114
4,16,11,0,0.07
4,16,12,0,0.098
4,16,13,0.61,0.664
4,16,14,0.611,0.256
4,16,15,0.305,0.083
4,16,16,1.526,0.395
4,16,17,16.481,0.544
4,16,18,15.26,0.634
4,16,19,10.987,0.712
4,16,20,11.292,0.846
4,16,21,12.208,1.061
4,16,22,9.461,0.68
4,16,23,7.63,0.699
4,16,24,4.578,0.298
4,17,1,4.578,0.256
4,17,2,4.578,0.123
4,17,3,4.578,0.189
4,17,4,0.306,0.059
4,17,5,0,0.107
4,17,6,1.526,0.077
4,17,7,8.545,0.763
4,17,8,5.189,1.018
4,17,9,5.493,0.587
4,17,10,2.747,0.429
4,17,11,0,0.187
4,17,12,0,0.301
4,17,13,0,0.656
4,17,14,0.305,1.091
4,17,15,0.305,0.888
4,17,16,0,0.664
4,17,17,0,1.029
4,17,18,10.682,1.035
4,17,19,7.02,0.379
4,17,20,5.494,0.842
4,17,21,6.409,0.979
4,17,22,5.799,0.776
4,17,23,4.883,0.853
4,17,24,3.052,0.291
4,18,1,0,0.181
4,18,2,0,0.051
4,18,3,0,0.101
4,18,4,0,0.064
4,18,5,0,0.078
4,18,6,1.526,0.114
4,18,7,8.851,0.155
4,18,8,6.409,0.6
4,18,9,6.714,0.245
4,18,10,2.442,0.142
4,18,11,0,0.069
4,18,12,0,0.2
4,18,13,0,0.091
4,18,14,0,0.053
4,18,15,0,0.117
4,18,16,0,0.176
4,18,17,0.305,0.259
4,18,18,9.766,0.565
4,18,19,6.41,0.582
4,18,20,5.493,0.661
4,18,21,6.409,0.995
4,18,22,4.578,0.57
4,18,23,4.273,0.654
4,18,24,2.747,0.309
4,19,1,0,0.12
4,19,2,0,0.109
4,19,3,0,0.054
4,19,4,0,0.12
4,19,5,0,0.05
4,19,6,1.831,0.123
4,19,7,8.851,0.232
4,19,8,7.02,0.459
4,19,9,6.409,0.221
4,19,10,2.136,0.085
4,19,11,0,0.128
4,19,12,0,0.054
4,19,13,0,0.104
4,19,14,0,0.072
4,19,15,0,0.069
4,19,16,0,0.253
4,19,17,0.305,1.15
4,19,18,9.156,0.322
4,19,19,5.799,0.227
4,19,20,6.104,0.741
4,19,21,4.578,0.726
4,19,22,4.273,0.842
4,19,23,4.578,0.264
4,19,24,3.052,0.304
4,20,1,0,0.166
4,20,2,0,0.184
4,20,3,0,0.101
4,20,4,0,0.179
4,20,5,0,0.104
4,20,6,1.831,0.184
4,20,7,8.851,0.816
4,20,8,6.409,0.821
4,20,9,6.104,0.427
4,20,10,2.442,0.133
4,20,11,0,0.075
4,20,12,0,0.093
4,20,13,0,0.08
4,20,14,0,0.075
4,20,15,6.409,0.362
4,20,16,4.883,0.35
4,20,17,5.189,1.88
4,20,18,5.493,0.317
4,20,19,4.578,0.371
4,20,20,4.578,0.733
4,20,21,7.325,1.08
4,20,22,4.578,0.792
4,20,23,4.578,0.877
4,20,24,2.747,0.472
4,21,1,0,0.2
4,21,2,0,0.136
4,21,3,0,0.128
4,21,4,0,0.131
4,21,5,0,0.133
4,21,6,1.526,0.139
4,21,7,9.156,0.387
4,21,8,7.019,1.666
4,21,9,7.02,0.422
4,21,10,2.747,0.173
4,21,11,0,0.136
4,21,12,0,0.128
4,21,13,0,0.136
4,21,14,0,0.133
4,21,15,0,0.24
4,21,16,0,0.878
4,21,17,0,0.688
4,21,18,10.071,1.149
4,21,19,6.41,0.528
4,21,20,5.493,0.387
4,21,21,6.715,1.493
4,21,22,13.123,1.04
4,21,23,12.208,0.739
4,21,24,7.935,0.594
4,22,1,0,0.176
4,22,2,0,0.051
4,22,3,0,0.12
4,22,4,0,0.045
4,22,5,0,0.091
4,22,6,1.832,0.096
4,22,7,7.63,0.131
4,22,8,5.493,0.194
4,22,9,6.715,0.542
4,22,10,3.967,0.194
4,22,11,0,0.072
4,22,12,0,0.083
4,22,13,0,0.088
4,22,14,0,0.059
4,22,15,0,0.277
4,22,16,0,0.139
4,22,17,0,0.309
4,22,18,9.461,0.437
4,22,19,6.715,1.742
4,22,20,5.493,1.013
4,22,21,4.884,0.976
4,22,22,4.578,0.875
4,22,23,3.967,0.592
4,22,24,2.747,0.349
4,23,1,0,0.128
4,23,2,0,0.112
4,23,3,0,0.056
4,23,4,0,0.109
4,23,5,0,0.062
4,23,6,1.526,0.122
4,23,7,7.63,0.134
4,23,8,5.188,0.197
4,23,9,7.02,0.651
4,23,10,3.662,0.264
4,23,11,0.306,0.053
4,23,12,0.61,0.117
4,23,13,2.442,0.283
4,23,14,7.63,0.747
4,23,15,4.578,1.013
4,23,16,4.272,0.992
4,23,17,4.273,0.757
4,23,18,8.546,0.776
4,23,19,5.799,0.416
4,23,20,6.409,0.952
4,23,21,6.714,1.064
4,23,22,4.578,0.672
4,23,23,4.578,0.446
4,23,24,3.052,0.162
4,24,1,0,0.182
4,24,2,0,0.05
4,24,3,0,0.115
4,24,4,0,0.048
4,24,5,0,0.117
4,24,6,1.526,0.067
4,24,7,8.851,0.741
4,24,8,6.714,0.832
4,24,9,6.104,0.528
4,24,10,2.747,0.424
4,24,11,0,0.224
4,24,12,0,0.078
4,24,13,0,0.197
4,24,14,7.02,0.781
4,24,15,5.493,1.086
4,24,16,2.442,1.01
4,24,17,0.305,0.795
4,24,18,10.377,0.733
4,24,19,7.325,0.664
4,24,20,6.714,0.931
4,24,21,7.63,0.928
4,24,22,5.189,0.733
4,24,23,5.188,0.723
4,24,24,3.052,0.283
4,25,1,0,0.178
4,25,2,0,0.054
4,25,3,0,0.12
4,25,4,0,0.045
4,25,5,0,0.096
4,25,6,1.831,0.088
4,25,7,8.546,0.155
4,25,8,6.714,0.634
4,25,9,7.02,0.291
4,25,10,2.747,0.152
4,25,11,0,0.053
4,25,12,0,0.208
4,25,13,0,0.096
4,25,14,0,0.048
4,25,15,0,0.128
4,25,16,0,0.15
4,25,17,7.935,0.725
4,25,18,8.851,1
4,25,19,7.63,0.315
4,25,20,7.935,0.728
4,25,21,6.714,0.837
4,25,22,6.104,0.749
4,25,23,5.799,0.632
4,25,24,3.662,0.472
4,26,1,0,0.112
4,26,2,0,0.091
4,26,3,0,0.077
4,26,4,0,0.051
4,26,5,0,0.123
4,26,6,1.526,0.064
4,26,7,9.767,0.797
4,26,8,7.325,0.691
4,26,9,6.409,0.368
4,26,10,2.747,0.162
4,26,11,0,0.048
4,26,12,0,0.088
4,26,13,0,0.086
4,26,14,0,0.048
4,26,15,0,0.128
4,26,16,0,0.184
4,26,17,0.305,1.672
4,26,18,9.766,0.522
4,26,19,6.409,0.315
4,26,20,5.799,0.629
4,26,21,7.63,0.888
4,26,22,7.325,1.606
4,26,23,5.799,1.133
4,26,24,3.052,0.979
4,27,1,0,0.192
4,27,2,0,0.048
4,27,3,0,0.12
4,27,4,0,0.045
4,27,5,0,0.117
4,27,6,1.831,0.064
4,27,7,9.461,0.272
4,27,8,7.63,0.662
4,27,9,7.02,0.298
4,27,10,3.662,0.155
4,27,11,0.305,0.059
4,27,12,0.306,0.098
4,27,13,0.305,0.08
4,27,14,0,0.099
4,27,15,0,0.392
4,27,16,0,0.333
4,27,17,7.935,1.134
4,27,18,8.546,0.85
4,27,19,10.071,1.067
4,27,20,13.734,1.589
4,27,21,13.734,1.134
4,27,22,13.429,0.768
4,27,23,8.546,0.656
4,27,24,3.662,0.557
4,28,1,0,0.112
4,28,2,0,0.123
4,28,3,0,0.053
4,28,4,0,0.123
4,28,5,0,0.048
4,28,6,1.831,0.114
4,28,7,9.461,0.451
4,28,8,8.546,0.259
4,28,9,6.714,0.808
4,28,10,3.358,0.338
4,28,11,0,0.219
4,28,12,0,0.056
4,28,13,0,0.12
4,28,14,0,0.061
4,28,15,0,0.102
4,28,16,0,1.149
4,28,17,0,0.949
4,28,18,10.071,1.302
4,28,19,7.02,0.946
4,28,20,6.409,0.926
4,28,21,6.409,1.216
4,28,22,8.851,1.373
4,28,23,4.578,0.976
4,28,24,3.052,0.693
4,29,1,0,0.531
4,29,2,0,0.141
4,29,3,0,0.12
4,29,4,0,0.056
4,29,5,0,0.11
4,29,6,1.831,0.08
4,29,7,7.63,0.184
4,29,8,8.241,0.397
4,29,9,7.324,0.877
4,29,10,3.052,0.147
4,29,11,0,0.117
4,29,12,0,0.064
4,29,13,0,0.115
4,29,14,0,0.077
4,29,15,0.306,0.451
4,29,16,0,0.227
4,29,17,0.61,0.226
4,29,18,8.546,0.979
4,29,19,7.019,0.613
4,29,20,5.799,0.382
4,29,21,4.578,0.485
4,29,22,4.273,0.613
4,29,23,5.188,0.744
4,29,24,4.273,0.608
4,30,1,0,0.358
4,30,2,0,0.066
4,30,3,0,0.107
4,30,4,0,0.056
4,30,5,0,0.117
4,30,6,3.357,0.083
4,30,7,6.715,0.203
4,30,8,6.104,0.168
4,30,9,8.24,0.933
4,30,10,3.968,0.248
4,30,11,0,0.12
4,30,12,0,0.165
4,30,13,0,0.166
4,30,14,0,0.064
4,30,15,6.714,0.424
4,30,16,6.409,0.618
4,30,17,11.903,0.963
4,30,18,16.786,0.904
4,30,19,12.208,0.467
4,30,20,10.987,0.546
4,30,21,4.883,0.848
4,30,22,4.273,0.854
4,30,23,3.663,0.65
4,30,24,4.272,0.675
5,1,1,0,0.381
5,1,2,0,0.088
5,1,3,0,0.096
5,1,4,0,0.083
5,1,5,0,0.091
5,1,6,3.358,0.114
5,1,7,6.714,0.166
5,1,8,5.494,0.165
5,1,9,8.85,0.835
5,1,10,3.663,0.4
5,1,11,0,0.525
5,1,12,0,0.32
5,1,13,0,0.344
5,1,14,0,1.453
5,1,15,0,0.256
5,1,16,0,0.406
5,1,17,4.883,0.29
5,1,18,7.935,0.542
5,1,19,4.883,0.437
5,1,20,5.494,0.405
5,1,21,4.578,0.467
5,1,22,3.052,0.509
5,1,23,3.357,0.603
5,1,24,3.357,0.373
5,2,1,0,0.12
5,2,2,0,0.128
5,2,3,0,0.048
5,2,4,0,0.123
5,2,5,0,0.048
5,2,6,3.358,0.155
5,2,7,7.935,0.381
5,2,8,4.883,1.024
5,2,9,5.799,0.283
5,2,10,1.831,0.162
5,2,11,0,0.051
5,2,12,0,0.264
5,2,13,0,0.053
5,2,14,0,0.126
5,2,15,0,0.053
5,2,16,0,0.624
5,2,17,5.188,1.003
5,2,18,5.189,0.92
5,2,19,4.273,0.376
5,2,20,3.662,0.346
5,2,21,5.188,0.814
5,2,22,3.358,0.645
5,2,23,3.052,0.795
5,2,24,3.052,0.258
5,3,1,0,0.168
5,3,2,0,0.094
5,3,3,0,0.085
5,3,4,0,0.104
5,3,5,0,0.067
5,3,6,3.357,0.149
5,3,7,7.325,0.213
5,3,8,4.578,0.499
5,3,9,4.578,0.243
5,3,10,1.831,0.16
5,3,11,0,0.058
5,3,12,0,0.363
5,3,13,0,0.077
5,3,14,0,0.134
5,3,15,0,0.096
5,3,16,0,0.077
5,3,17,4.883,0.181
5,3,18,4.273,0.342
5,3,19,2.136,0.248
5,3,20,2.137,0.424
5,3,21,1.831,0.434
5,3,22,1.831,0.731
5,3,23,1.526,0.325
5,3,24,0.916,0.235
5,4,1,0,0.144
5,4,2,0,0.08
5,4,3,0,0.115
5,4,4,0,0.058
5,4,5,0,0.126
5,4,6,2.746,0.09
5,4,7,3.968,0.379
5,4,8,2.442,0.781
5,4,9,2.746,0.278
5,4,10,0.916,0.122
5,4,11,0,0.168
5,4,12,0,0.15
5,4,13,0,0.253
5,4,14,0.305,0.352
5,4,15,0.305,0.843
5,4,16,0,0.258
5,4,17,3.052,0.371
5,4,18,2.442,0.251
5,4,19,1.526,0.466
5,4,20,1.526,0.312
5,4,21,3.662,0.619
5,4,22,1.832,0.888
5,4,23,1.526,0.747
5,4,24,1.526,0.472
5,5,1,0,0.21
5,5,2,0,0.136
5,5,3,0,0.139
5,5,4,0,0.141
5,5,5,0,0.136
5,5,6,2.441,0.163
5,5,7,3.663,0.411
5,5,8,2.746,0.44
5,5,9,2.747,0.341
5,5,10,0.916,0.256
5,5,11,0,0.259
5,5,12,0,0.274
5,5,13,0.61,0.262
5,5,14,0,0.138
5,5,15,0,0.142
5,5,16,0,0.138
5,5,17,3.052,0.179
5,5,18,2.747,0.411
5,5,19,1.221,0.298
5,5,20,0.61,0.363
5,5,21,3.052,0.68
5,5,22,1.221,0.931
5,5,23,0.61,0.685
5,5,24,0.611,0.712
5,6,1,0,0.211
5,6,2,0,0.133
5,6,3,0,0.125
5,6,4,0,0.131
5,6,5,0,0.125
5,6,6,1.221,0.15
5,6,7,1.22,0.189
5,6,8,1.526,0.728
5,6,9,1.832,0.216
5,6,10,0.61,0.277
5,6,11,0,0.294
5,6,12,0,0.13
5,6,13,0,1.328
5,6,14,0,0.144
5,6,15,0,0.126
5,6,16,0,0.128
5,6,17,4.273,0.168
5,6,18,3.357,0.408
5,6,19,1.526,0.218
5,6,20,0.61,0.203
5,6,21,0.611,0.261
5,6,22,0.915,0.47
5,6,23,0.306,0.749
5,6,24,0.915,0.493
5,7,1,0,0.123
5,7,2,0,0.043
5,7,3,0,0.04
5,7,4,0,0.13
5,7,5,0,0.04
5,7,6,1.221,0.07
5,7,7,1.221,0.173
5,7,8,0.915,0.096
5,7,9,2.442,0.76
5,7,10,0.916,0.216
5,7,11,0,0.568
5,7,12,0.915,0.931
5,7,13,0,0.296
5,7,14,0,0.25
5,7,15,0,0.238
5,7,16,0,0.114
5,7,17,3.357,0.155
5,7,18,2.747,0.115
5,7,19,1.831,0.528
5,7,20,3.358,0.194
5,7,21,2.441,0.531
5,7,22,1.221,0.648
5,7,23,0.61,0.621
5,7,24,0.916,0.414
5,8,1,0,0.097
5,8,2,0,0.124
5,8,3,0,0.067
5,8,4,0,0.096
5,8,5,0,0.05
5,8,6,1.221,0.136
5,8,7,3.052,0.398
5,8,8,1.221,0.784
5,8,9,1.22,0.304
5,8,10,1.221,0.346
5,8,11,0,0.054
5,8,12,0,0.186
5,8,13,0,0.28
5,8,14,0,0.142
5,8,15,0.611,0.082
5,8,16,0,0.718
5,8,17,3.662,0.85
5,8,18,2.136,0.84
5,8,19,1.221,0.267
5,8,20,0.916,0.491
5,8,21,3.662,0.341
5,8,22,1.526,0.669
5,8,23,0.611,0.755
5,8,24,0.61,0.424
5,9,1,0,0.107
5,9,2,0,0.117
5,9,3,0,0.056
5,9,4,0,0.115
5,9,5,0,0.056
5,9,6,1.221,0.125
5,9,7,2.136,0.125
5,9,8,1.526,0.531
5,9,9,2.137,0.187
5,9,10,0.61,0.138
5,9,11,0,0.067
5,9,12,0,0.317
5,9,13,0,0.067
5,9,14,0,0.099
5,9,15,0,0.066
5,9,16,0.61,0.19
5,9,17,2.137,0.277
5,9,18,1.526,0.213
5,9,19,0.61,0.168
5,9,20,0.916,0.16
5,9,21,2.441,0.64
5,9,22,0.916,0.643
5,9,23,0.916,0.861
5,9,24,0.305,0.664
5,10,1,0,0.144
5,10,2,0,0.11
5,10,3,0,0.05
5,10,4,0,0.112
5,10,5,0,0.043
5,10,6,1.221,0.144
5,10,7,1.22,0.101
5,10,8,2.747,0.456
5,10,9,1.831,0.731
5,10,10,0.306,0.829
5,10,11,0,0.286
5,10,12,0,0.168
5,10,13,0,0.122
5,10,14,0,0.072
5,10,15,0,0.302
5,10,16,0.305,0.184
5,10,17,3.357,0.432
5,10,18,2.136,0.285
5,10,19,1.832,0.261
5,10,20,1.526,0.342
5,10,21,3.052,0.472
5,10,22,0.915,0.805
5,10,23,0.611,0.627
5,10,24,0.61,0.453
5,11,1,0,0.115
5,11,2,0,0.106
5,11,3,0,0.051
5,11,4,0,0.107
5,11,5,0,0.048
5,11,6,1.221,0.133
5,11,7,3.357,0.64
5,11,8,1.526,0.651
5,11,9,5.799,0.336
5,11,10,2.441,0.141
5,11,11,0,0.067
5,11,12,0,0.114
5,11,13,0,0.054
5,11,14,0,0.122
5,11,15,0,0.051
5,11,16,0,0.123
5,11,17,3.358,0.981
5,11,18,2.441,0.485
5,11,19,1.221,0.299
5,11,20,0.61,0.285
5,11,21,11.293,0.635
5,11,22,5.493,0.696
5,11,23,4.578,0.563
5,11,24,6.41,0.666
5,12,1,0,0.12
5,12,2,0,0.091
5,12,3,0,0.067
5,12,4,0,0.08
5,12,5,0,0.074
5,12,6,1.22,0.083
5,12,7,2.747,0.264
5,12,8,2.137,0.459
5,12,9,1.831,0.325
5,12,10,0.61,0.075
5,12,11,0,0.117
5,12,12,0,0.037
5,12,13,0,0.099
5,12,14,0,0.067
5,12,15,0,0.426
5,12,16,0,0.878
5,12,17,2.137,0.738
5,12,18,8.545,0.923
5,12,19,5.189,0.307
5,12,20,5.188,0.664
5,12,21,7.02,0.848
5,12,22,12.818,0.925
5,12,23,9.766,0.765
5,12,24,7.936,0.71
5,13,1,0,0.36
5,13,2,0,0.082
5,13,3,0,0.078
5,13,4,0,0.074
